,Temp,Psi
571,23.1,-2.110169542
572,21.795,-2.047634548
573,23.655,-2.600026997
574,24.425,-3.593142263
575,25.365,-2.592132722
576,25.16,-2.538980931
577,23.72,-2.83527769
578,23.795,-2.799543407
579,24.13,-2.923124468
580,25.405,-3.016926959
581,26.905,-3.094351238
582,23.97,-3.074995168
583,22.03,-1.991055268
584,21.545,-1.597978161
585,20.655,-2.594071284
586,21.17,-2.866545187
587,21.435,-3.103284808
588,25.085,-3.78670296
589,27.74,-3.750968677
590,28.805,-3.633343331
591,29.555,-3.901350449
592,28.895,-4.151490426
593,24.705,-3.448716205
594,23.63,-3.325135145
595,22.44,-3.031816243
596,22.825,-3.347469071
597,22.255,-3.479983702
598,23.05,-3.073506239
599,24.315,-3.35789157
600,25.26,-3.560385837
601,25.655,-3.351935857
602,27.8,-3.139019091
603,28.44,-3.216443369
604,29.68,-3.742035107
605,28.275,-3.223888011
606,25.78,-2.467512367
607,23.415,-2.314152738
608,22.405,-2.531536289
609,21.82,-2.174193465
610,20.99,-2.281396312
611,20.765,-1.973188126
612,21.62,-1.706669937
613,25.155,-2.300752382
614,27.68,-2.619383067
615,29.75,-2.847189117
616,30.11,-2.667028777
617,28.98,-2.625338781
618,28.565,-3.401070495
619,28.04,-2.762320197
620,26.065,-2.2545956
621,23.025,-1.303170331
622,20.865,-0.385017365
623,20.305,-0.540838972
624,21.105,-0.607840752
625,24.35,-1.685824938
626,26.12,-2.299263453
627,29.56,-3.019904816
628,25.225,-2.832299833
629,23.67,-2.232261674
630,24.85,-2.550892359
631,26.875,-3.192620514
632,27.27,-3.40553728
633,27.14,-2.969281249
634,26.05,-3.003526603
635,25.64,-2.433267013
636,23.935,-2.087835616
637,24.94,-2.550892359
638,23.77,-1.545865666
639,21.61,-0.455970052
640,21.725,-0.788001092
641,16.98,-0.385017365
642,17.275,-0.385017365
643,19.37,-0.385017365
644,22.165,-0.441080767
645,25.225,-1.584577805
646,28.81,-3.280467292
647,29.525,-2.378176661
648,28.6,-2.125058827
649,27.29,-2.208438819
650,26.495,-2.412422015
651,25.735,-1.952343128
652,22.5,-1.538090373
653,21.13,-1.145793625
654,22.54,-1.054519282
655,20.59,-0.385017365
656,18.815,-0.385017365
657,19.495,-0.385017365
658,20.95,-0.385017365
659,20.525,-0.385017365
660,21.785,-0.42916934
661,23.885,-1.194478555
662,23.245,-0.385017365
663,23.475,-0.712065742
664,22.91,-0.575084326
665,21.475,-0.607840752
666,20.935,-0.385017365
667,22.44,-0.385017365
668,23.545,-1.082808923
669,22.39,-1.545865666
670,17.645,-0.385017365
671,13.625,-0.385017365
672,13.87,-0.385017365
673,14.505,-0.385017365
674,16.68,-0.385017365
675,19.145,-0.385017365
676,17.53,-0.385017365
677,14.745,-0.385017365
678,13.355,-0.385017365
679,14.925,-0.385017365
680,16.215,-0.385017365
681,18.125,-0.385017365
682,17.66,-0.385017365
683,13.95,-0.385017365
684,11.635,-0.4
685,14.47,-1.183673469
686,17.185,-1.281632653
687,19.475,-0.791836735
688,20.505,-1.640816327
689,21.77,-1.640816327
690,21.415,-1.934693878
691,19.26,-0.92244898
692,15.735,-1.053061224
693,11.26,-1.053061224
694,11.09,-1.510204082
695,10.615,-0.693877551
696,11.275,-1.118367347
697,12.91,-1.73877551
698,12.5,-1.248979592
699,13.66,-1.379591837
700,17.365,-1.73877551
701,17.275,-0.987755102
702,13.675,-0.432653061
703,16.21,-0.628571429
704,18.28,-0.432653061
705,18.63,-1.575510204
706,19.905,-1.706122449
707,18.67,-1.706122449
708,15.095,-0.726530612
709,11.47,-0.628571429
710,11.3,-1.575510204
711,12.035,-1.836734694
712,9.305,-1.281632653
713,8.805,-1.575510204
714,10.6,-1.542857143
715,11.51,-1.640816327
716,14.185,-1.967346939
717,12.365,-0.726530612
718,10.235,-1.869387755
719,10.92,-1.444897959
720,12.44,-1.053061224
721,12.975,-1.542857143
722,11.335,-0.563265306
723,9.955,-1.183673469
724,8.535,-0.987755102
725,10.18,-1.346938776
726,7.68,-1.902040816
727,9.59,-1.706122449
728,10.28,-1.542857143
729,10.84,-0.824489796
730,8.105,-1.510204082
731,9.245,-1.902040816
732,10.55,-1.151020408
733,13.08,-1.771428571
734,16.51,-1.412244898
735,19.58,-0.693877551
736,19.245,-0.465306122
737,16.805,-1.510204082
738,16.105,-1.902040816
739,14.275,-0.563265306
740,13.145,-0.4
741,13.59,-0.759183673
742,14.33,-0.530612245
743,14.835,-0.595918367
744,15.775,-1.902040816
745,16.5,-0.465306122
746,16.885,-0.628571429
747,16.935,-1.836734694
748,15.98,-1.118367347
749,14.275,-0.889795918
750,15.485,-1.608163265
751,16.03,-1.412244898
752,15.89,-1.967346939
753,18.84,-1.771428571
754,20.135,-1.248979592
755,16.94,-1.412244898
756,16.515,-1.836734694
757,16.42,-1.248979592
758,17.48,-1.575510204
759,15.025,-1.542857143
760,14.99,-1.151020408
761,17.095,-0.987755102
762,17.925,-1.314285714
763,17.245,-0.693877551
764,17.49,-0.791836735
765,19.195,-1.47755102
766,17.765,-1.47755102
767,16.395,-1.902040816
768,18.655,-0.92244898
769,18.525,-0.987755102
770,17.48,-1.47755102
771,20.025,-1.47755102
772,21.97,-1.085714286
773,21.68,-0.497959184
774,21.23,-1.575510204
775,19.135,-1.869387755
776,16.85,-1.379591837
777,16.86,-1.346938776
778,16.695,-0.465306122
779,17.885,-0.595918367
780,15.99,-1.967346939
781,14.81,-0.465306122
782,12.52,-0.693877551
783,12.14,-1.771428571
784,13.955,-1.444897959
785,15.66,-1.510204082
786,14.845,-0.595918367
787,13.145,-0.530612245
788,12.2,-0.530612245
789,10.85,-0.726530612
790,10.095,-1.575510204
791,12.04,-1.967346939
792,14.14,-1.510204082
793,16.17,-0.563265306
794,19.025,-1.804081633
795,20.59,-1.314285714
796,17.69,-0.4
797,17.095,-1.804081633
798,19.44,-0.955102041
799,19.215,-1.085714286
800,20.24,-0.889795918
801,23.535,-0.563265306
802,24.895,-0.4
803,25.195,-0.824489796
804,24.07,-1.183673469
805,20.91,-0.497959184
806,17.33,-1.281632653
807,17.67,-0.889795918
808,19.575,-0.824489796
809,18.315,-0.4
810,16.625,-1.542857143
811,15.715,-0.791836735
812,17.015,-0.563265306
813,19.91,-1.836734694
814,23.725,-1.73877551
815,24.23,-1.248979592
816,21.695,-1.412244898
817,20.89,-0.857142857
818,20.42,-1.706122449
819,17.97,-1.444897959
820,17.145,-0.385017365
821,16.635,-0.385017365
822,20.355,-0.385017365
823,20.01,-0.385017365
824,15.905,-0.385017365
825,13.765,-0.385017365
826,12.85,-0.385017365
827,13.08,-0.385017365
828,16.185,-0.385017365
829,15.32,-0.385017365
830,16.445,-0.385017365
831,17.86,-0.680798245
832,18.44,-0.901159653
833,17.65,-0.56168397
834,18.885,-0.385017365
835,20.1,-0.385017365
836,20.415,-0.385017365
837,19.895,-0.415768984
838,18.735,-0.616774323
839,16.29,-0.385017365
840,13.845,-0.385017365
841,14.105,-0.385017365
842,13.98,-0.385017365
843,13.53,-0.385017365
844,13.13,-0.385017365
845,15.32,-0.385017365
846,20.64,-0.385017365
847,23.16,-0.689731816
848,24.71,-1.288281046
849,24.41,-1.642646014
850,24.305,-1.511620312
851,20.77,-1.018785
852,17.7,-0.385017365
853,16.085,-0.385017365
854,14.52,-0.385017365
855,14.945,-0.385017365
856,12.55,-0.385017365
857,10.92,-0.385017365
858,13.125,-0.385017365
859,17.08,-0.385017365
860,19.425,-0.385017365
861,16.185,-0.385017365
862,14.905,-0.385017365
863,13.085,-0.385017365
864,13.51,-0.385017365
865,14.37,-0.385017365
866,15.33,-0.385017365
867,15.395,-0.385017365
868,15.835,-0.385017365
869,16.44,-0.385017365
870,15.265,-0.385017365
871,13.585,-0.385017365
872,15.01,-0.385017365
873,15.28,-0.385017365
874,15.63,-0.385017365
875,17.625,-0.385017365
876,17.88,-0.430658268
877,18.74,-1.407395321
878,20.26,-2.108680614
879,21.08,-2.354353806
880,19.295,-2.138459183
881,19.7,-1.277858547
882,18.955,-0.726955027
883,18.415,-0.385017365
884,17.015,-0.385017365
885,17.18,-0.385017365
886,18.08,-0.385017365
887,21.12,-1.794516714
888,25.12,-2.964814464
889,23.385,-1.852584923
890,20.58,-1.124498919
891,19.57,-0.954761077
892,18.83,-2.276929527
893,18.695,-2.979703748
894,21.435,-3.274511578
895,22.92,-3.223888011
896,22.745,-3.037771957
897,22.76,-3.642276901
898,23.775,-3.262600151
899,24.115,-3.503806557
900,23.83,-3.78670296
901,22.425,-3.10179588
902,23.175,-3.217932298
903,23.415,-2.884412328
904,23.75,-3.091373381
905,23.73,-3.880505451
906,24.105,-3.685455826
907,22.95,-3.676522255
908,26.785,-3.021393744
909,26.255,-3.673544399
910,26.31,-3.57676405
911,24.24,-2.869173422
912,24.945,-2.573226285
913,23.57,-2.774231624
914,21.49,-3.231332653
915,20.65,-3.240266224
916,20.625,-3.174753373
917,20.36,-2.448156297
918,20.06,-1.14236606
919,19.17,-0.385017365
920,19.405,-0.385017365
921,20.37,-1.355282826
922,22.165,-2.238217388
923,23.44,-2.306708096
924,22.47,-2.071457403
925,22.05,-2.260551314
926,21.98,-2.708718773
927,23.775,-3.247710866
928,22.535,-1.168563592
929,24.715,-1.449897106
930,23.46,-1.785583144
931,22.115,-1.6366903
932,22.585,-1.40888425
933,23.11,-1.478863886
934,24.195,-1.536932095
935,25.245,-1.877896707
936,23.1,-2.110169542
937,21.795,-2.047634548
938,23.655,-2.600026997
939,24.425,-3.593142263
940,25.365,-2.592132722
941,25.16,-2.538980931
942,23.72,-2.83527769
943,23.795,-2.799543407
944,24.13,-2.923124468
945,25.405,-3.016926959
946,26.905,-3.094351238
947,23.97,-3.074995168
948,22.03,-1.991055268
949,21.545,-1.597978161
950,20.655,-2.594071284
951,21.17,-2.866545187
952,21.435,-3.103284808
953,25.085,-3.78670296
954,27.74,-3.750968677
955,28.805,-3.633343331
956,29.555,-3.901350449
957,28.895,-4.151490426
958,24.705,-3.448716205
959,23.63,-3.325135145
960,22.44,-3.031816243
961,22.825,-3.347469071
962,22.255,-3.479983702
963,23.05,-3.073506239
964,24.315,-3.35789157
965,25.26,-3.560385837
966,25.655,-3.351935857
967,27.8,-3.139019091
968,28.44,-3.216443369
969,29.68,-3.742035107
970,28.275,-3.223888011
971,25.78,-2.467512367
972,23.415,-2.314152738
973,22.405,-2.531536289
974,21.82,-2.174193465
975,20.99,-2.281396312
976,20.765,-1.973188126
977,21.62,-1.706669937
978,25.155,-2.300752382
979,27.68,-2.619383067
980,29.75,-2.847189117
981,30.11,-2.667028777
982,28.98,-2.625338781
983,28.565,-3.401070495
984,28.04,-2.762320197
985,26.065,-2.2545956
986,23.025,-1.303170331
987,20.865,-0.385017365
988,20.305,-0.540838972
989,21.105,-0.607840752
990,24.35,-1.685824938
991,26.12,-2.299263453
992,29.56,-3.019904816
993,25.225,-2.832299833
994,23.67,-2.232261674
995,24.85,-2.550892359
996,26.875,-3.192620514
997,27.27,-3.40553728
998,27.14,-2.969281249
999,26.05,-3.003526603
1000,25.64,-2.433267013
1001,23.935,-2.087835616
1002,24.94,-2.550892359
1003,23.77,-1.545865666
1004,21.61,-0.455970052
1005,21.725,-0.788001092
1006,16.98,-0.385017365
1007,17.275,-0.385017365
1008,19.37,-0.385017365
1009,22.165,-0.441080767
1010,25.225,-1.584577805
1011,28.81,-3.280467292
1012,29.525,-2.378176661
1013,28.6,-2.125058827
1014,27.29,-2.208438819
1015,26.495,-2.412422015
1016,25.735,-1.952343128
1017,22.5,-1.538090373
1018,21.13,-1.145793625
1019,22.54,-1.054519282
1020,20.59,-0.385017365
1021,18.815,-0.385017365
1022,19.495,-0.385017365
1023,20.95,-0.385017365
1024,20.525,-0.385017365
1025,21.785,-0.42916934
1026,23.885,-1.194478555
1027,23.245,-0.385017365
1028,23.475,-0.712065742
1029,22.91,-0.575084326
1030,21.475,-0.607840752
1031,20.935,-0.385017365
1032,22.44,-0.385017365
1033,23.545,-1.082808923
1034,22.39,-1.545865666
1035,17.645,-0.385017365
1036,13.625,-0.385017365
1037,13.87,-0.385017365
1038,14.505,-0.385017365
1039,16.68,-0.385017365
1040,19.145,-0.385017365
1041,17.53,-0.385017365
1042,14.745,-0.385017365
1043,13.355,-0.385017365
1044,14.925,-0.385017365
1045,16.215,-0.385017365
1046,18.125,-0.385017365
1047,17.66,-0.385017365
1048,13.95,-0.385017365
1049,11.635,-0.4
1050,14.47,-1.183673469
1051,17.185,-1.281632653
1052,19.475,-0.791836735
1053,20.505,-1.640816327
1054,21.77,-1.640816327
1055,21.415,-1.934693878
1056,19.26,-0.92244898
1057,15.735,-1.053061224
1058,11.26,-1.053061224
1059,11.09,-1.510204082
1060,10.615,-0.693877551
1061,11.275,-1.118367347
1062,12.91,-1.73877551
1063,12.5,-1.248979592
1064,13.66,-1.379591837
1065,17.365,-1.73877551
1066,17.275,-0.987755102
1067,13.675,-0.432653061
1068,16.21,-0.628571429
1069,18.28,-0.432653061
