,Temp,Psi
1070,18.63,-1.575510204
1071,19.905,-1.706122449
1072,18.67,-1.706122449
1073,15.095,-0.726530612
1074,11.47,-0.628571429
1075,11.3,-1.575510204
1076,12.035,-1.836734694
1077,9.305,-1.281632653
1078,8.805,-1.575510204
1079,10.6,-1.542857143
1080,11.51,-1.640816327
1081,14.185,-1.967346939
1082,12.365,-0.726530612
1083,10.235,-1.869387755
1084,10.92,-1.444897959
1085,12.44,-1.053061224
1086,12.975,-1.542857143
1087,11.335,-0.563265306
1088,9.955,-1.183673469
1089,8.535,-0.987755102
1090,10.18,-1.346938776
1091,7.68,-1.902040816
1092,9.59,-1.706122449
1093,10.28,-1.542857143
1094,10.84,-0.824489796
1095,8.105,-1.510204082
1096,9.245,-1.902040816
1097,10.55,-1.151020408
1098,13.08,-1.771428571
1099,16.51,-1.412244898
1100,19.58,-0.693877551
1101,19.245,-0.465306122
1102,16.805,-1.510204082
1103,16.105,-1.902040816
1104,14.275,-0.563265306
1105,13.145,-0.4
1106,13.59,-0.759183673
1107,14.33,-0.530612245
1108,14.835,-0.595918367
1109,15.775,-1.902040816
1110,16.5,-0.465306122
1111,16.885,-0.628571429
1112,16.935,-1.836734694
1113,15.98,-1.118367347
1114,14.275,-0.889795918
1115,15.485,-1.608163265
1116,16.03,-1.412244898
1117,15.89,-1.967346939
1118,18.84,-1.771428571
1119,20.135,-1.248979592
1120,16.94,-1.412244898
1121,16.515,-1.836734694
1122,16.42,-1.248979592
1123,17.48,-1.575510204
1124,15.025,-1.542857143
1125,14.99,-1.151020408
1126,17.095,-0.987755102
1127,17.925,-1.314285714
1128,17.245,-0.693877551
1129,17.49,-0.791836735
1130,19.195,-1.47755102
1131,17.765,-1.47755102
1132,16.395,-1.902040816
1133,18.655,-0.92244898
1134,18.525,-0.987755102
1135,17.48,-1.47755102
1136,20.025,-1.47755102
1137,21.97,-1.085714286
1138,21.68,-0.497959184
1139,21.23,-1.575510204
1140,19.135,-1.869387755
1141,16.85,-1.379591837
1142,16.86,-1.346938776
1143,16.695,-0.465306122
1144,17.885,-0.595918367
1145,15.99,-1.967346939
1146,14.81,-0.465306122
1147,12.52,-0.693877551
1148,12.14,-1.771428571
1149,13.955,-1.444897959
1150,15.66,-1.510204082
1151,14.845,-0.595918367
1152,13.145,-0.530612245
1153,12.2,-0.530612245
1154,10.85,-0.726530612
1155,10.095,-1.575510204
1156,12.04,-1.967346939
1157,14.14,-1.510204082
1158,16.17,-0.563265306
1159,19.025,-1.804081633
1160,20.59,-1.314285714
1161,17.69,-0.4
1162,17.095,-1.804081633
1163,19.44,-0.955102041
1164,19.215,-1.085714286
1165,20.24,-0.889795918
1166,23.535,-0.563265306
1167,24.895,-0.4
1168,25.195,-0.824489796
1169,24.07,-1.183673469
1170,20.91,-0.497959184
1171,17.33,-1.281632653
1172,17.67,-0.889795918
1173,19.575,-0.824489796
1174,18.315,-0.4
1175,16.625,-1.542857143
1176,15.715,-0.791836735
1177,17.015,-0.563265306
1178,19.91,-1.836734694
1179,23.725,-1.73877551
1180,24.23,-1.248979592
1181,21.695,-1.412244898
1182,20.89,-0.857142857
1183,20.42,-1.706122449
1184,17.97,-1.444897959
1185,17.145,-0.385017365
1186,16.635,-0.385017365
1187,20.355,-0.385017365
1188,20.01,-0.385017365
1189,15.905,-0.385017365
1190,13.765,-0.385017365
1191,12.85,-0.385017365
1192,13.08,-0.385017365
1193,16.185,-0.385017365
1194,15.32,-0.385017365
1195,16.445,-0.385017365
1196,17.86,-0.680798245
1197,18.44,-0.901159653
1198,17.65,-0.56168397
1199,18.885,-0.385017365
1200,20.1,-0.385017365
1201,20.415,-0.385017365
1202,19.895,-0.415768984
1203,18.735,-0.616774323
1204,16.29,-0.385017365
1205,13.845,-0.385017365
1206,14.105,-0.385017365
1207,13.98,-0.385017365
1208,13.53,-0.385017365
1209,13.13,-0.385017365
1210,15.32,-0.385017365
1211,20.64,-0.385017365
1212,23.16,-0.689731816
1213,24.71,-1.288281046
1214,24.41,-1.642646014
1215,24.305,-1.511620312
1216,20.77,-1.018785
1217,17.7,-0.385017365
1218,16.085,-0.385017365
1219,14.52,-0.385017365
1220,14.945,-0.385017365
1221,12.55,-0.385017365
1222,10.92,-0.385017365
1223,13.125,-0.385017365
1224,17.08,-0.385017365
1225,19.425,-0.385017365
1226,16.185,-0.385017365
1227,14.905,-0.385017365
1228,13.085,-0.385017365
1229,13.51,-0.385017365
1230,14.37,-0.385017365
1231,15.33,-0.385017365
1232,15.395,-0.385017365
1233,15.835,-0.385017365
1234,16.44,-0.385017365
1235,15.265,-0.385017365
1236,13.585,-0.385017365
1237,15.01,-0.385017365
1238,15.28,-0.385017365
1239,15.63,-0.385017365
1240,17.625,-0.385017365
1241,17.88,-0.430658268
1242,18.74,-1.407395321
1243,20.26,-2.108680614
1244,21.08,-2.354353806
1245,19.295,-2.138459183
1246,19.7,-1.277858547
1247,18.955,-0.726955027
1248,18.415,-0.385017365
1249,17.015,-0.385017365
1250,17.18,-0.385017365
1251,18.08,-0.385017365
1252,21.12,-1.794516714
1253,25.12,-2.964814464
1254,23.385,-1.852584923
1255,20.58,-1.124498919
1256,19.57,-0.954761077
1257,18.83,-2.276929527
1258,18.695,-2.979703748
1259,21.435,-3.274511578
1260,22.92,-3.223888011
1261,22.745,-3.037771957
1262,22.76,-3.642276901
1263,23.775,-3.262600151
1264,24.115,-3.503806557
1265,23.83,-3.78670296
1266,22.425,-3.10179588
1267,23.175,-3.217932298
1268,23.415,-2.884412328
1269,23.75,-3.091373381
1270,23.73,-3.880505451
1271,24.105,-3.685455826
1272,22.95,-3.676522255
1273,26.785,-3.021393744
1274,26.255,-3.673544399
1275,26.31,-3.57676405
1276,24.24,-2.869173422
1277,24.945,-2.573226285
1278,23.57,-2.774231624
1279,21.49,-3.231332653
1280,20.65,-3.240266224
1281,20.625,-3.174753373
1282,20.36,-2.448156297
1283,20.06,-1.14236606
1284,19.17,-0.385017365
1285,19.405,-0.385017365
1286,20.37,-1.355282826
1287,22.165,-2.238217388
1288,23.44,-2.306708096
1289,22.47,-2.071457403
1290,22.05,-2.260551314
1291,21.98,-2.708718773
1292,23.775,-3.247710866
1293,22.535,-1.168563592
1294,24.715,-1.449897106
1295,23.46,-1.785583144
1296,22.115,-1.6366903
1297,22.585,-1.40888425
1298,23.11,-1.478863886
1299,24.195,-1.536932095
1300,25.245,-1.877896707
1301,23.1,-2.110169542
1302,21.795,-2.047634548
1303,23.655,-2.600026997
1304,24.425,-3.593142263
1305,25.365,-2.592132722
1306,25.16,-2.538980931
1307,23.72,-2.83527769
1308,23.795,-2.799543407
1309,24.13,-2.923124468
1310,25.405,-3.016926959
1311,26.905,-3.094351238
1312,23.97,-3.074995168
1313,22.03,-1.991055268
1314,21.545,-1.597978161
1315,20.655,-2.594071284
1316,21.17,-2.866545187
1317,21.435,-3.103284808
1318,25.085,-3.78670296
1319,27.74,-3.750968677
1320,28.805,-3.633343331
1321,29.555,-3.901350449
1322,28.895,-4.151490426
1323,24.705,-3.448716205
1324,23.63,-3.325135145
1325,22.44,-3.031816243
1326,22.825,-3.347469071
1327,22.255,-3.479983702
1328,23.05,-3.073506239
1329,24.315,-3.35789157
1330,25.26,-3.560385837
1331,25.655,-3.351935857
1332,27.8,-3.139019091
1333,28.44,-3.216443369
1334,29.68,-3.742035107
1335,28.275,-3.223888011
1336,25.78,-2.467512367
1337,23.415,-2.314152738
1338,22.405,-2.531536289
1339,21.82,-2.174193465
1340,20.99,-2.281396312
1341,20.765,-1.973188126
1342,21.62,-1.706669937
1343,25.155,-2.300752382
1344,27.68,-2.619383067
1345,29.75,-2.847189117
1346,30.11,-2.667028777
1347,28.98,-2.625338781
1348,28.565,-3.401070495
1349,28.04,-2.762320197
1350,26.065,-2.2545956
1351,23.025,-1.303170331
1352,20.865,-0.385017365
1353,20.305,-0.540838972
1354,21.105,-0.607840752
1355,24.35,-1.685824938
1356,26.12,-2.299263453
1357,29.56,-3.019904816
1358,25.225,-2.832299833
1359,23.67,-2.232261674
1360,24.85,-2.550892359
1361,26.875,-3.192620514
1362,27.27,-3.40553728
1363,27.14,-2.969281249
1364,26.05,-3.003526603
1365,25.64,-2.433267013
1366,23.935,-2.087835616
1367,24.94,-2.550892359
1368,23.77,-1.545865666
1369,21.61,-0.455970052
1370,21.725,-0.788001092
1371,16.98,-0.385017365
1372,17.275,-0.385017365
1373,19.37,-0.385017365
1374,22.165,-0.441080767
1375,25.225,-1.584577805
1376,28.81,-3.280467292
1377,29.525,-2.378176661
1378,28.6,-2.125058827
1379,27.29,-2.208438819
1380,26.495,-2.412422015
1381,25.735,-1.952343128
1382,22.5,-1.538090373
1383,21.13,-1.145793625
1384,22.54,-1.054519282
1385,20.59,-0.385017365
1386,18.815,-0.385017365
1387,19.495,-0.385017365
1388,20.95,-0.385017365
1389,20.525,-0.385017365
1390,21.785,-0.42916934
1391,23.885,-1.194478555
1392,23.245,-0.385017365
1393,23.475,-0.712065742
1394,22.91,-0.575084326
1395,21.475,-0.607840752
1396,20.935,-0.385017365
1397,22.44,-0.385017365
1398,23.545,-1.082808923
1399,22.39,-1.545865666
1400,17.645,-0.385017365
1401,13.625,-0.385017365
1402,13.87,-0.385017365
1403,14.505,-0.385017365
1404,16.68,-0.385017365
1405,19.145,-0.385017365
1406,17.53,-0.385017365
1407,14.745,-0.385017365
1408,13.355,-0.385017365
1409,14.925,-0.385017365
1410,16.215,-0.385017365
1411,18.125,-0.385017365
1412,17.66,-0.385017365
1413,13.95,-0.385017365
1414,11.635,-0.4
1415,14.47,-1.183673469
1416,17.185,-1.281632653
1417,19.475,-0.791836735
1418,20.505,-1.640816327
1419,21.77,-1.640816327
1420,21.415,-1.934693878
1421,19.26,-0.92244898
1422,15.735,-1.053061224
1423,11.26,-1.053061224
1424,11.09,-1.510204082
1425,10.615,-0.693877551
1426,11.275,-1.118367347
1427,12.91,-1.73877551
1428,12.5,-1.248979592
1429,13.66,-1.379591837
1430,17.365,-1.73877551
1431,17.275,-0.987755102
1432,13.675,-0.432653061
1433,16.21,-0.628571429
1434,18.28,-0.432653061
1435,18.63,-1.575510204
1436,19.905,-1.706122449
1437,18.67,-1.706122449
1438,15.095,-0.726530612
1439,11.47,-0.628571429
1440,11.3,-1.575510204
1441,12.035,-1.836734694
1442,9.305,-1.281632653
1443,8.805,-1.575510204
1444,10.6,-1.542857143
1445,11.51,-1.640816327
1446,14.185,-1.967346939
1447,12.365,-0.726530612
1448,10.235,-1.869387755
1449,10.92,-1.444897959
1450,12.44,-1.053061224
1451,12.975,-1.542857143
1452,11.335,-0.563265306
1453,9.955,-1.183673469
1454,8.535,-0.987755102
1455,10.18,-1.346938776
1456,7.68,-1.902040816
1457,9.59,-1.706122449
1458,10.28,-1.542857143
1459,10.84,-0.824489796
1460,8.105,-1.510204082
1461,9.245,-1.902040816
1462,10.55,-1.151020408
1463,13.08,-1.771428571
1464,16.51,-1.412244898
1465,19.58,-0.693877551
1466,19.245,-0.465306122
1467,16.805,-1.510204082
1468,16.105,-1.902040816
1469,14.275,-0.563265306
1470,13.145,-0.4
1471,13.59,-0.759183673
1472,14.33,-0.530612245
1473,14.835,-0.595918367
1474,15.775,-1.902040816
1475,16.5,-0.465306122
1476,16.885,-0.628571429
1477,16.935,-1.836734694
1478,15.98,-1.118367347
1479,14.275,-0.889795918
1480,15.485,-1.608163265
1481,16.03,-1.412244898
1482,15.89,-1.967346939
1483,18.84,-1.771428571
1484,20.135,-1.248979592
1485,16.94,-1.412244898
1486,16.515,-1.836734694
1487,16.42,-1.248979592
1488,17.48,-1.575510204
1489,15.025,-1.542857143
1490,14.99,-1.151020408
1491,17.095,-0.987755102
1492,17.925,-1.314285714
1493,17.245,-0.693877551
1494,17.49,-0.791836735
1495,19.195,-1.47755102
1496,17.765,-1.47755102
1497,16.395,-1.902040816
1498,18.655,-0.92244898
1499,18.525,-0.987755102
1500,17.48,-1.47755102
1501,20.025,-1.47755102
1502,21.97,-1.085714286
1503,21.68,-0.497959184
1504,21.23,-1.575510204
1505,19.135,-1.869387755
1506,16.85,-1.379591837
1507,16.86,-1.346938776
1508,16.695,-0.465306122
1509,17.885,-0.595918367
1510,15.99,-1.967346939
1511,14.81,-0.465306122
1512,12.52,-0.693877551
1513,12.14,-1.771428571
1514,13.955,-1.444897959
1515,15.66,-1.510204082
1516,14.845,-0.595918367
1517,13.145,-0.530612245
1518,12.2,-0.530612245
1519,10.85,-0.726530612
1520,10.095,-1.575510204
1521,12.04,-1.967346939
1522,14.14,-1.510204082
1523,16.17,-0.563265306
1524,19.025,-1.804081633
1525,20.59,-1.314285714
1526,17.69,-0.4
1527,17.095,-1.804081633
1528,19.44,-0.955102041
1529,19.215,-1.085714286
1530,20.24,-0.889795918
1531,23.535,-0.563265306
1532,24.895,-0.4
1533,25.195,-0.824489796
1534,24.07,-1.183673469
1535,20.91,-0.497959184
1536,17.33,-1.281632653
1537,17.67,-0.889795918
1538,19.575,-0.824489796
1539,18.315,-0.4
1540,16.625,-1.542857143
1541,15.715,-0.791836735
1542,17.015,-0.563265306
1543,19.91,-1.836734694
1544,23.725,-1.73877551
1545,24.23,-1.248979592
1546,21.695,-1.412244898
1547,20.89,-0.857142857
1548,20.42,-1.706122449
1549,17.97,-1.444897959
1550,17.145,-0.385017365
1551,16.635,-0.385017365
1552,20.355,-0.385017365
1553,20.01,-0.385017365
1554,15.905,-0.385017365
1555,13.765,-0.385017365
1556,12.85,-0.385017365
1557,13.08,-0.385017365
1558,16.185,-0.385017365
1559,15.32,-0.385017365
1560,16.445,-0.385017365
1561,17.86,-0.680798245
1562,18.44,-0.901159653
1563,17.65,-0.56168397
1564,18.885,-0.385017365
1565,20.1,-0.385017365
1566,20.415,-0.385017365
1567,19.895,-0.415768984
1568,18.735,-0.616774323
1569,16.29,-0.385017365
1570,13.845,-0.385017365
1571,14.105,-0.385017365
1572,13.98,-0.385017365
1573,13.53,-0.385017365
1574,13.13,-0.385017365
1575,15.32,-0.385017365
1576,20.64,-0.385017365
1577,23.16,-0.689731816
1578,24.71,-1.288281046
1579,24.41,-1.642646014
1580,24.305,-1.511620312
1581,20.77,-1.018785
1582,17.7,-0.385017365
1583,16.085,-0.385017365
1584,14.52,-0.385017365
1585,14.945,-0.385017365
1586,12.55,-0.385017365
1587,10.92,-0.385017365
1588,13.125,-0.385017365
1589,17.08,-0.385017365
1590,19.425,-0.385017365
1591,16.185,-0.385017365
1592,14.905,-0.385017365
1593,13.085,-0.385017365
1594,13.51,-0.385017365
1595,14.37,-0.385017365
1596,15.33,-0.385017365
1597,15.395,-0.385017365
1598,15.835,-0.385017365
1599,16.44,-0.385017365
1600,15.265,-0.385017365
1601,13.585,-0.385017365
1602,15.01,-0.385017365
1603,15.28,-0.385017365
1604,15.63,-0.385017365
1605,17.625,-0.385017365
1606,17.88,-0.430658268
1607,18.74,-1.407395321
1608,20.26,-2.108680614
1609,21.08,-2.354353806
1610,19.295,-2.138459183
1611,19.7,-1.277858547
1612,18.955,-0.726955027
1613,18.415,-0.385017365
1614,17.015,-0.385017365
1615,17.18,-0.385017365
1616,18.08,-0.385017365
1617,21.12,-1.794516714
1618,25.12,-2.964814464
1619,23.385,-1.852584923
1620,20.58,-1.124498919
1621,19.57,-0.954761077
1622,18.83,-2.276929527
1623,18.695,-2.979703748
1624,21.435,-3.274511578
1625,22.92,-3.223888011
1626,22.745,-3.037771957
1627,22.76,-3.642276901
1628,23.775,-3.262600151
1629,24.115,-3.503806557
1630,23.83,-3.78670296
1631,22.425,-3.10179588
1632,23.175,-3.217932298
1633,23.415,-2.884412328
1634,23.75,-3.091373381
1635,23.73,-3.880505451
1636,24.105,-3.685455826
1637,22.95,-3.676522255
1638,26.785,-3.021393744
1639,26.255,-3.673544399
1640,26.31,-3.57676405
1641,24.24,-2.869173422
1642,24.945,-2.573226285
1643,23.57,-2.774231624
1644,21.49,-3.231332653
1645,20.65,-3.240266224
1646,20.625,-3.174753373
1647,20.36,-2.448156297
1648,20.06,-1.14236606
1649,19.17,-0.385017365
1650,19.405,-0.385017365
1651,20.37,-1.355282826
1652,22.165,-2.238217388
1653,23.44,-2.306708096
1654,22.47,-2.071457403
1655,22.05,-2.260551314
1656,21.98,-2.708718773
1657,23.775,-3.247710866
1658,22.535,-1.168563592
1659,24.715,-1.449897106
1660,23.46,-1.785583144
1661,22.115,-1.6366903
1662,22.585,-1.40888425
1663,23.11,-1.478863886
1664,24.195,-1.536932095
1665,25.245,-1.877896707
1666,23.1,-2.110169542
1667,21.795,-2.047634548
1668,23.655,-2.600026997
1669,24.425,-3.593142263
1670,25.365,-2.592132722
1671,25.16,-2.538980931
1672,23.72,-2.83527769
1673,23.795,-2.799543407
1674,24.13,-2.923124468
1675,25.405,-3.016926959
1676,26.905,-3.094351238
1677,23.97,-3.074995168
1678,22.03,-1.991055268
1679,21.545,-1.597978161
1680,20.655,-2.594071284
1681,21.17,-2.866545187
1682,21.435,-3.103284808
1683,25.085,-3.78670296
1684,27.74,-3.750968677
1685,28.805,-3.633343331
1686,29.555,-3.901350449
1687,28.895,-4.151490426
1688,24.705,-3.448716205
1689,23.63,-3.325135145
1690,22.44,-3.031816243
1691,22.825,-3.347469071
1692,22.255,-3.479983702
1693,23.05,-3.073506239
1694,24.315,-3.35789157
1695,25.26,-3.560385837
1696,25.655,-3.351935857
1697,27.8,-3.139019091
1698,28.44,-3.216443369
1699,29.68,-3.742035107
1700,28.275,-3.223888011
1701,25.78,-2.467512367
1702,23.415,-2.314152738
1703,22.405,-2.531536289
1704,21.82,-2.174193465
1705,20.99,-2.281396312
1706,20.765,-1.973188126
1707,21.62,-1.706669937
1708,25.155,-2.300752382
1709,27.68,-2.619383067
1710,29.75,-2.847189117
1711,30.11,-2.667028777
1712,28.98,-2.625338781
1713,28.565,-3.401070495
1714,28.04,-2.762320197
1715,26.065,-2.2545956
1716,23.025,-1.303170331
1717,20.865,-0.385017365
1718,20.305,-0.540838972
1719,21.105,-0.607840752
1720,24.35,-1.685824938
1721,26.12,-2.299263453
1722,29.56,-3.019904816
1723,25.225,-2.832299833
1724,23.67,-2.232261674
1725,24.85,-2.550892359
1726,26.875,-3.192620514
1727,27.27,-3.40553728
1728,27.14,-2.969281249
1729,26.05,-3.003526603
1730,25.64,-2.433267013
1731,23.935,-2.087835616
1732,24.94,-2.550892359
1733,23.77,-1.545865666
1734,21.61,-0.455970052
1735,21.725,-0.788001092
1736,16.98,-0.385017365
1737,17.275,-0.385017365
1738,19.37,-0.385017365
1739,22.165,-0.441080767
1740,25.225,-1.584577805
1741,28.81,-3.280467292
1742,29.525,-2.378176661
1743,28.6,-2.125058827
1744,27.29,-2.208438819
1745,26.495,-2.412422015
1746,25.735,-1.952343128
1747,22.5,-1.538090373
1748,21.13,-1.145793625
1749,22.54,-1.054519282
1750,20.59,-0.385017365
1751,18.815,-0.385017365
1752,19.495,-0.385017365
1753,20.95,-0.385017365
1754,20.525,-0.385017365
1755,21.785,-0.42916934
1756,23.885,-1.194478555
1757,23.245,-0.385017365
1758,23.475,-0.712065742
1759,22.91,-0.575084326
1760,21.475,-0.607840752
1761,20.935,-0.385017365
1762,22.44,-0.385017365
1763,23.545,-1.082808923
1764,22.39,-1.545865666
1765,17.645,-0.385017365
1766,13.625,-0.385017365
1767,13.87,-0.385017365
1768,14.505,-0.385017365
1769,16.68,-0.385017365
1770,19.145,-0.385017365
1771,17.53,-0.385017365
1772,14.745,-0.385017365
1773,13.355,-0.385017365
1774,14.925,-0.385017365
1775,16.215,-0.385017365
1776,18.125,-0.385017365
1777,17.66,-0.385017365
1778,13.95,-0.385017365
1779,11.635,-0.4
1780,14.47,-1.183673469
1781,17.185,-1.281632653
1782,19.475,-0.791836735
1783,20.505,-1.640816327
1784,21.77,-1.640816327
1785,21.415,-1.934693878
1786,19.26,-0.92244898
1787,15.735,-1.053061224
1788,11.26,-1.053061224
1789,11.09,-1.510204082
1790,10.615,-0.693877551
1791,11.275,-1.118367347
1792,12.91,-1.73877551
1793,12.5,-1.248979592
1794,13.66,-1.379591837
1795,17.365,-1.73877551
1796,17.275,-0.987755102
1797,13.675,-0.432653061
1798,16.21,-0.628571429
1799,18.28,-0.432653061
1800,18.63,-1.575510204
1801,19.905,-1.706122449
1802,18.67,-1.706122449
1803,15.095,-0.726530612
1804,11.47,-0.628571429
1805,11.3,-1.575510204
1806,12.035,-1.836734694
1807,9.305,-1.281632653
1808,8.805,-1.575510204
1809,10.6,-1.542857143
1810,11.51,-1.640816327
1811,14.185,-1.967346939
1812,12.365,-0.726530612
1813,10.235,-1.869387755
1814,10.92,-1.444897959
1815,12.44,-1.053061224
1816,12.975,-1.542857143
1817,11.335,-0.563265306
1818,9.955,-1.183673469
1819,8.535,-0.987755102
1820,10.18,-1.346938776
1821,7.68,-1.902040816
1822,9.59,-1.706122449
1823,10.28,-1.542857143
1824,10.84,-0.824489796
